# newdoc id = bar_tweet_1279077789564653569
# sent_id = bar_tweet_1279077789564653569-1
# text = Öha #kulikitaka da kannst wirklich bloß noch fragen : Hams Eich ins Hirn gschissn .
Kummt	O
immer	O
recht	O
guad	O
oo	O
:-)	O
Mei	O
groß	O
Glück	O
is	O
,	O
dass	O
i	O
a	O
Bayer	B-LOCderiv
bin	O
,	O
do	O
is	O
ma	O
scho	O
oana	O
vo	O
de	O
Guadn	O
:-)	O

# newdoc id = bar_tweet_1466433496415625229
# sent_id = bar_tweet_1466433496415625229-1
# text = Kare : Du dei Freindin hod so an leichtn Akzent .
Kare	B-PER
:	O
Du	O
dei	O
Freindin	O
hod	O
so	O
an	O
leichtn	O
Akzent	O
.	O

# sent_id = bar_tweet_1466433496415625229-2
# text = Wo kimmt'n de her ?
Wo	O
kimmt'n	O
de	O
her	O
?	O

# sent_id = bar_tweet_1466433496415625229-3
# text = Lugge : Vo da Weihnachtsfeier .
Lugge	B-PER
:	O
Vo	O
da	O
Weihnachtsfeier	B-EVENT
.	O

# sent_id = bar_tweet_1466433496415625229-4
# text = #boarisch_glacht
#boarisch_glacht	B-LANGpart

# newdoc id = bar_tweet_1498175907000991744
# sent_id = bar_tweet_1498175907000991744-1
# text = @mention Griaß di und guatn Morgen , Stefan !
@mention	O
Griaß	O
di	O
und	O
guatn	O
Morgen	O
,	O
Stefan	B-PER
!	O

# sent_id = bar_tweet_1498175907000991744-2
# text = Hob an recht guatn Anfang in die neiche Wocha .
Hob	O
an	O
recht	O
guatn	O
Anfang	O
in	O
die	O
neiche	O
Wocha	O
.	O

# sent_id = bar_tweet_1498175907000991744-3
# text = Los di net zvü stressen und los das a guat gei , gö Stefan .
Los	O
di	O
net	O
zvü	O
stressen	O
und	O
los	O
das	O
a	O
guat	O
gei	O
,	O
gö	O
Stefan	B-PER
.	O

# sent_id = bar_tweet_1498175907000991744-4
# text = Owa vorher stess ma amoi gscheit zaumm mitn Kaffeehäferl ☀️ ☕️ 🤜🏼 🤛🏼 ☕️ ☀️ .
Owa	O
vorher	O
stess	O
ma	O
amoi	O
gscheit	O
zaumm	O
mitn	O
Kaffeehäferl	O
☀️	O
☕️	O
🤜🏼	O
🤛🏼	O
☕️	O
☀️	O
.	O

# newdoc id = bar_tweet_1658019248638230529
# sent_id = bar_tweet_1658019248638230529-1
# text = RT @mention : Schneckerl hot koa Häuserl werd Noss de arme https://t.co/MWzPpsMejG
RT	O
@mention	O
:	O
Schneckerl	O
hot	O
koa	O
Häuserl	O
werd	O
Noss	O
de	O
arme	O
https://t.co/MWzPpsMejG	O

# newdoc id = bar_tweet_1595696232529379331
# sent_id = bar_tweet_1595696232529379331-1
# text = @mention Fofo waff https://t.co/pIhu7zxwRZ
@mention	O
Fofo	O
waff	O
https://t.co/pIhu7zxwRZ	O

# newdoc id = bar_tweet_1309784435244568576
# sent_id = bar_tweet_1309784435244568576-1
# text = @mention Wann i an Ofa eischür überlassen's bittschee mir !
@mention	O
Wann	O
i	O
an	O
Ofa	O
eischür	O
überlassen's	O
bittschee	O
mir	O
!	O

# newdoc id = bar_tweet_1294149060283305984
# sent_id = bar_tweet_1294149060283305984-1
# text = @mention @mention @mention Du bist so a Depp .
@mention	O
@mention	O
@mention	O
Du	O
bist	O
so	O
a	O
Depp	O
.	O

# sent_id = bar_tweet_1294149060283305984-2
# text = Nennst im Beisein vo da kosmo das Wort „ schneit “ .
Nennst	O
im	O
Beisein	O
vo	O
da	O
kosmo	O
das	O
Wort	O
„	O
schneit	O
“	O
.	O

# sent_id = bar_tweet_1294149060283305984-3
# text = Da ko doch nua a Blädsinn dabei rauskemma !
Da	O
ko	O
doch	O
nua	O
a	O
Blädsinn	O
dabei	O
rauskemma	O
!	O

# sent_id = bar_tweet_1294149060283305984-4
# text = Heast , Bua !
Heast	O
,	O
Bua	O
!	O

# newdoc id = bar_tweet_1589884362321203200
# sent_id = bar_tweet_1589884362321203200-1
# text = @mention Moagn ☕️ 🙄
@mention	O
Moagn	O
☕️	O
🙄	O

# sent_id = bar_tweet_1079317111124750337-2
# text = Na sicher , der Fahrer hods hoid ned unter Kontrolle ghabt .
Na	O
sicher	O
,	O
der	O
Fahrer	O
hods	O
hoid	O
ned	O
unter	O
Kontrolle	O
ghabt	O
.	O

# sent_id = bar_tweet_1079317111124750337-3
# text = Schau da des Auto o , dann woasd dass mim Hirn vom Fahrer a ned weit her seij ko .... https://t.co/BKZ1DwG9SM
Schau	O
da	O
des	O
Auto	O
o	O
,	O
dann	O
woasd	O
dass	O
mim	O
Hirn	O
vom	O
Fahrer	O
a	O
ned	O
weit	O
her	O
seij	O
